  TEMPO #       VELOCID #                  POSICAO #              dv/dt #              dxdt
   76.0 #       765.4240067152622  #       85998.02921838648    # -9.550389713318472 # 765.4240067152622 
   76.1 #       764.4689677439303  #       86074.57161905801    # -9.550163258244412 # 764.4689677439303 
   76.2 #       763.5139514181059  #       86151.0185158324     # -9.549937093763356 # 763.5139514181059 
   76.3 #       762.5589577087295  #       86227.36991097422    # -9.549711219838114 # 762.5589577087295 
   76.4 #       761.6039865867457  #       86303.62580674508    # -9.549485636431543 # 761.6039865867457 
   76.5 #       760.6490380231025  #       86379.78620540375    # -9.549260343506555 # 760.6490380231025 
   76.6 #       759.6941119887518  #       86455.85110920607    # -9.549035341026112 # 759.6941119887518 
   76.7 #       758.7392084546492  #       86531.82052040494    # -9.548810628953222 # 758.7392084546492 
   76.8 #       757.7843273917539  #       86607.69444125041    # -9.54858620725094  # 757.7843273917539 
   76.9 #       756.8294687710288  #       86683.47287398958    # -9.548362075882384 # 756.8294687710288 
   77.0 #       755.8746325634406  #       86759.15582086668    # -9.548138234810711 # 755.8746325634406 
   77.1 #       754.9198187399595  #       86834.74328412303    # -9.54791468399913  # 754.9198187399595 
   77.2 #       753.9650272715596  #       86910.23526599703    # -9.547691423410898 # 753.9650272715596 
   77.3 #       753.0102581292185  #       86985.6317687242     # -9.54746845300933  # 753.0102581292185 
   77.4 #       752.0555112839176  #       87060.93279453712    # -9.54724577275778  # 752.0555112839176 
   77.5 #       751.1007867066418  #       87136.13834566552    # -9.547023382619662 # 751.1007867066418 
   77.6 #       750.1460843683798  #       87211.24842433618    # -9.54680128255843  # 750.1460843683798 
   77.7 #       749.1914042401239  #       87286.26303277301    # -9.5465794725376   # 749.1914042401239 
   77.8 #       748.2367462928702  #       87361.18217319703    # -9.546357952520722 # 748.2367462928702 
   77.9 #       747.2821104976181  #       87436.00584782631    # -9.54613672247141  # 747.2821104976181 
   78.0 #       746.327496825371   #       87510.73405887607    # -9.545915782353322 # 746.327496825371  
   78.1 #       745.3729052471357  #       87585.36680855861    # -9.545695132130165 # 745.3729052471357 
   78.2 #       744.4183357339226  #       87659.90409908333    # -9.545474771765699 # 744.4183357339226 
   78.3 #       743.463788256746   #       87734.34593265672    # -9.54525470122373  # 743.463788256746  
   78.4 #       742.5092627866237  #       87808.6923114824     # -9.545034920468115 # 742.5092627866237 
   78.5 #       741.5547592945769  #       87882.94323776106    # -9.544815429462762 # 741.5547592945769 
   78.6 #       740.6002777516306  #       87957.09871369052    # -9.54459622817163  # 740.6002777516306 
   78.7 #       739.6458181288135  #       88031.15874146568    # -9.54437731655872  # 739.6458181288135 
   78.8 #       738.6913803971577  #       88105.12332327856    # -9.544158694588095 # 738.6913803971577 
   78.9 #       737.7369645276989  #       88178.99246131828    # -9.543940362223854 # 737.7369645276989 
   79.0 #       736.7825704914765  #       88252.76615777105    # -9.543722319430154 # 736.7825704914765 
   79.1 #       735.8281982595335  #       88326.4444148202     # -9.543504566171206 # 735.8281982595335 
   79.2 #       734.8738478029163  #       88400.02723464616    # -9.54328710241126  # 734.8738478029163 
   79.3 #       733.9195190926752  #       88473.51461942645    # -9.543069928114623 # 733.9195190926752 
   79.4 #       732.9652120998637  #       88546.90657133573    # -9.542853043245644 # 732.9652120998637 
   79.5 #       732.0109267955391  #       88620.20309254571    # -9.542636447768736 # 732.0109267955391 
   79.6 #       731.0566631507622  #       88693.40418522526    # -9.54242014164834  # 731.0566631507622 
   79.7 #       730.1024211365974  #       88766.50985154034    # -9.542204124848965 # 730.1024211365974 
   79.8 #       729.1482007241125  #       88839.52009365399    # -9.541988397335166 # 729.1482007241125 
   79.9 #       728.194001884379   #       88912.4349137264     # -9.54177295907154  # 728.194001884379  
   80.0 #       727.2398245884718  #       88985.25431391485    # -9.541557810022743 # 727.2398245884718 
   80.1 #       726.2856688074695  #       89057.9782963737     # -9.54134295015347  # 726.2856688074695 
   80.2 #       725.3315345124541  #       89130.60686325445    # -9.541128379428475 # 725.3315345124541 
   80.3 #       724.3774216745113  #       89203.1400167057     # -9.540914097812559 # 724.3774216745113 
   80.4 #       723.4233302647301  #       89275.57775887316    # -9.540700105270568 # 723.4233302647301 
   80.5 #       722.469260254203   #       89347.92009189964    # -9.5404864017674   # 722.469260254203  
   80.6 #       721.5152116140263  #       89420.16701792505    # -9.540272987268008 # 721.5152116140263 
   80.7 #       720.5611843152994  #       89492.31853908645    # -9.540059861737383 # 720.5611843152994 
   80.8 #       719.6071783291258  #       89564.37465751798    # -9.539847025140578 # 719.6071783291258 
   80.9 #       718.6531936266117  #       89636.3353753509     # -9.539634477442686 # 718.6531936266117 
   81.0 #       717.6992301788674  #       89708.20069471357    # -9.539422218608852 # 717.6992301788674 
   81.1 #       716.7452879570066  #       89779.97061773145    # -9.539210248604276 # 716.7452879570066 
   81.2 #       715.7913669321462  #       89851.64514652715    # -9.538998567394193 # 715.7913669321462 
   81.3 #       714.8374670754067  #       89923.22428322036    # -9.538787174943904 # 714.8374670754067 
   81.4 #       713.8835883579123  #       89994.7080299279     # -9.53857607121875  # 713.8835883579123 
   81.5 #       712.9297307507904  #       90066.09638876369    # -9.538365256184123 # 712.9297307507904 
   81.6 #       711.975894225172   #       90137.38936183877    # -9.538154729805466 # 711.975894225172  
   81.7 #       711.0220787521915  #       90208.58695126128    # -9.53794449204827  # 711.0220787521915 
   81.8 #       710.0682843029867  #       90279.6891591365     # -9.537734542878074 # 710.0682843029867 
   81.9 #       709.114510848699   #       90350.6959875668     # -9.537524882260465 # 709.114510848699  
   82.0 #       708.1607583604729  #       90421.60743865167    # -9.537315510161081 # 708.1607583604729 
   82.1 #       707.2070268094568  #       90492.42351448772    # -9.537106426545614 # 707.2070268094568 
   82.2 #       706.2533161668023  #       90563.14421716866    # -9.536897631379802 # 706.2533161668023 
   82.3 #       705.2996264036643  #       90633.76954878535    # -9.53668912462943  # 705.2996264036643 
   82.4 #       704.3459574912014  #       90704.29951142572    # -9.536480906260325 # 704.3459574912014 
   82.5 #       703.3923094005753  #       90774.73410717484    # -9.536272976238385 # 703.3923094005753 
   82.6 #       702.4386821029515  #       90845.07333811489    # -9.536065334529532 # 702.4386821029515 
   82.7 #       701.4850755694986  #       90915.31720632518    # -9.535857981099758 # 701.4850755694986 
   82.8 #       700.5314897713886  #       90985.46571388213    # -9.53565091591509  # 700.5314897713886 
   82.9 #       699.5779246797971  #       91055.51886285927    # -9.535444138941607 # 699.5779246797971 
   83.0 #       698.6243802659029  #       91125.47665532725    # -9.535237650145444 # 698.6243802659029 
   83.1 #       697.6708565008884  #       91195.33909335385    # -9.535031449492777 # 697.6708565008884 
   83.2 #       696.717353355939   #       91265.10617900394    # -9.534825536949837 # 696.717353355939  
   83.3 #       695.763870802244   #       91334.77791433953    # -9.534619912482897 # 695.763870802244  
   83.4 #       694.8104088109957  #       91404.35430141975    # -9.534414576058287 # 694.8104088109957 
   83.5 #       693.8569673533899  #       91473.83534230085    # -9.534209527642384 # 693.8569673533899 
   83.6 #       692.9035464006257  #       91543.22103903619    # -9.534004767201608 # 692.9035464006257 
   83.7 #       691.9501459239056  #       91612.51139367625    # -9.533800294702434 # 691.9501459239056 
   83.8 #       690.9967658944353  #       91681.70640826864    # -9.533596110111386 # 690.9967658944353 
   83.9 #       690.0434062834241  #       91750.80608485808    # -9.533392213395034 # 690.0434062834241 
   84.0 #       689.0900670620846  #       91819.81042548642    # -9.533188604519998 # 689.0900670620846 
   84.1 #       688.1367482016326  #       91888.71943219262    # -9.532985283452946 # 688.1367482016326 
   84.2 #       687.1834496732873  #       91957.53310701279    # -9.5327822501606   # 687.1834496732873 
   84.3 #       686.2301714482712  #       92026.25145198012    # -9.532579504609725 # 686.2301714482712 
   84.4 #       685.2769134978103  #       92094.87446912494    # -9.532377046767136 # 685.2769134978103 
   84.5 #       684.3236757931336  #       92163.40216047472    # -9.532174876599699 # 684.3236757931336 
   84.6 #       683.3704583054736  #       92231.83452805404    # -9.531972994074328 # 683.3704583054736 
   84.7 #       682.4172610060662  #       92300.17157388458    # -9.531771399157986 # 682.4172610060662 
   84.8 #       681.4640838661503  #       92368.41329998519    # -9.531570091817684 # 681.4640838661503 
   84.9 #       680.5109268569686  #       92436.5597083718     # -9.531369072020484 # 680.5109268569686 
   85.0 #       679.5577899497665  #       92504.6108010575     # -9.53116833973349  # 679.5577899497665 
   85.1 #       678.6046731157932  #       92572.56658005247    # -9.530967894923867 # 678.6046731157932 
   85.2 #       677.6515763263008  #       92640.42704736405    # -9.530767737558817 # 677.6515763263008 
   85.3 #       676.6984995525448  #       92708.19220499668    # -9.530567867605598 # 676.6984995525448 
   85.4 #       675.7454427657842  #       92775.86205495194    # -9.530368285031514 # 675.7454427657842 
   85.5 #       674.792405937281   #       92843.43659922852    # -9.530168989803917 # 674.792405937281  
   85.6 #       673.8393890383006  #       92910.91583982225    # -9.529969981890211 # 673.8393890383006 
   85.7 #       672.8863920401116  #       92978.29977872608    # -9.529771261257842 # 672.8863920401116 
   85.8 #       671.9334149139858  #       93045.58841793009    # -9.529572827874313 # 671.9334149139858 
   85.9 #       670.9804576311983  #       93112.78175942149    # -9.529374681707175 # 670.9804576311983 
   86.0 #       670.0275201630276  #       93179.87980518461    # -9.52917682272402  # 670.0275201630276 
   86.1 #       669.0746024807552  #       93246.88255720091    # -9.528979250892494 # 669.0746024807552 
   86.2 #       668.1217045556659  #       93313.79001744898    # -9.528781966180295 # 668.1217045556659 
   86.3 #       667.1688263590479  #       93380.60218790454    # -9.528584968555162 # 667.1688263590479 
   86.4 #       666.2159678621924  #       93447.31907054046    # -9.528388257984888 # 666.2159678621924 
   86.5 #       665.2631290363939  #       93513.94066732668    # -9.528191834437312 # 665.2631290363939 
   86.6 #       664.3103098529502  #       93580.46698023033    # -9.527995697880325 # 664.3103098529502 
   86.7 #       663.3575102831622  #       93646.89801121561    # -9.527799848281859 # 663.3575102831622 
   86.8 #       662.404730298334   #       93713.23376224392    # -9.527604285609906 # 662.404730298334  
   86.9 #       661.451969869773   #       93779.47423527375    # -9.527409009832498 # 661.451969869773  
   87.0 #       660.4992289687898  #       93845.61943226073    # -9.52721402091772  # 660.4992289687898 
   87.1 #       659.546507566698   #       93911.66935515762    # -9.527019318833698 # 659.546507566698  
   87.2 #       658.5938056348147  #       93977.62400591429    # -9.526824903548617 # 658.5938056348147 
   87.3 #       657.6411231444598  #       94043.48338647778    # -9.526630775030707 # 657.6411231444598 
   87.4 #       656.6884600669567  #       94109.24749879222    # -9.52643693324824  # 656.6884600669567 
   87.5 #       655.7358163736319  #       94174.91634479891    # -9.526243378169546 # 655.7358163736319 
   87.6 #       654.783192035815   #       94240.48992643628    # -9.526050109763    # 654.783192035815  
   87.7 #       653.8305870248387  #       94305.96824563986    # -9.525857127997021 # 653.8305870248387 
   87.8 #       652.878001312039   #       94371.35130434234    # -9.525664432840081 # 652.878001312039  
   87.9 #       651.925434868755   #       94436.63910447355    # -9.525472024260704 # 651.925434868755  
   88.0 #       650.9728876663289  #       94501.83164796043    # -9.525279902227451 # 650.9728876663289 
